dimension,pregunta,categoria,variable,val,label,frq,raw.prc,valid.prc,cum.prc
comgen,Indique el o los elementos de seguridad que dispone su vivienda o edificio,No tenemos ninguna medida de seguridad,comgen_medidas_na,0,No,12207277,91.81,91.81,91.81
comgen,Indique el o los elementos de seguridad que dispone su vivienda o edificio,No tenemos ninguna medida de seguridad,comgen_medidas_na,1,Sí,1087975,8.18,8.18,99.99
comgen,Indique el o los elementos de seguridad que dispone su vivienda o edificio,No tenemos ninguna medida de seguridad,comgen_medidas_na,96,Sin dato,806,0.01,0.01,100
comgen,Indique el o los elementos de seguridad que dispone su vivienda o edificio,No sabe,comgen_medidas_ns,0,No,13285982,99.92,99.92,99.92
comgen,Indique el o los elementos de seguridad que dispone su vivienda o edificio,No sabe,comgen_medidas_ns,1,Sí,9270,0.07,0.07,99.99
comgen,Indique el o los elementos de seguridad que dispone su vivienda o edificio,No sabe,comgen_medidas_ns,96,Sin dato,806,0.01,0.01,100
comgen,Indique el o los elementos de seguridad que dispone su vivienda o edificio,No responde,comgen_medidas_nr,0,No,13280977,99.89,99.89,99.89
comgen,Indique el o los elementos de seguridad que dispone su vivienda o edificio,No responde,comgen_medidas_nr,1,Sí,14275,0.11,0.11,99.99
comgen,Indique el o los elementos de seguridad que dispone su vivienda o edificio,No responde,comgen_medidas_nr,96,Sin dato,806,0.01,0.01,100
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Tenemos un grupo de WhatsApp u otra red,comgen_vecinos_medidas_whatsapp,0,No,5303450,39.89,39.89,39.89
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Tenemos un grupo de WhatsApp u otra red,comgen_vecinos_medidas_whatsapp,1,Sí,7991802,60.11,60.11,99.99
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Tenemos un grupo de WhatsApp u otra red,comgen_vecinos_medidas_whatsapp,96,Sin dato,806,0.01,0.01,100
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Tenemos un sistema de vigilancia entre las personas del barrio,comgen_vecinos_medidas_vigilancia,0,No,11722175,88.16,88.16,88.16
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Tenemos un sistema de vigilancia entre las personas del barrio,comgen_vecinos_medidas_vigilancia,1,Sí,1573077,11.83,11.83,99.99
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Tenemos un sistema de vigilancia entre las personas del barrio,comgen_vecinos_medidas_vigilancia,96,Sin dato,806,0.01,0.01,100
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Tenemos un sistema de alarma comunitaria,comgen_vecinos_medidas_al_comunit,0,No,9301021,69.95,69.95,69.95
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Tenemos un sistema de alarma comunitaria,comgen_vecinos_medidas_al_comunit,1,Sí,3994231,30.04,30.04,99.99
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Tenemos un sistema de alarma comunitaria,comgen_vecinos_medidas_al_comunit,96,Sin dato,806,0.01,0.01,100
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Hemos hablado con las policías para coordinar medidas de seguridad,comgen_vecinos_medidas_coord_pol,0,No,12120872,91.16,91.16,91.16
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Hemos hablado con las policías para coordinar medidas de seguridad,comgen_vecinos_medidas_coord_pol,1,Sí,1174380,8.83,8.83,99.99
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Hemos hablado con las policías para coordinar medidas de seguridad,comgen_vecinos_medidas_coord_pol,96,Sin dato,806,0.01,0.01,100
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Hemos hablado con agentes del municipio para coordinar medidas de seguridad,comgen_vecinos_medidas_coord_mun,0,No,11974353,90.06,90.06,90.06
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Hemos hablado con agentes del municipio para coordinar medidas de seguridad,comgen_vecinos_medidas_coord_mun,1,Sí,1320899,9.93,9.93,99.99
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Hemos hablado con agentes del municipio para coordinar medidas de seguridad,comgen_vecinos_medidas_coord_mun,96,Sin dato,806,0.01,0.01,100
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Tenemos un sistema de cámaras de televigilancia,comgen_vecinos_medidas_televig,0,No,9793150,73.65,73.65,73.65
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Tenemos un sistema de cámaras de televigilancia,comgen_vecinos_medidas_televig,1,Sí,3502102,26.34,26.34,99.99
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Tenemos un sistema de cámaras de televigilancia,comgen_vecinos_medidas_televig,96,Sin dato,806,0.01,0.01,100
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Tenemos contratados vigilantes privados,comgen_vecinos_medidas_privad,0,No,12432558,93.51,93.51,93.51
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Tenemos contratados vigilantes privados,comgen_vecinos_medidas_privad,1,Sí,862695,6.49,6.49,99.99
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Tenemos contratados vigilantes privados,comgen_vecinos_medidas_privad,96,Sin dato,806,0.01,0.01,100
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Otro elemento de seguridad,comgen_vecinos_medidas_otro,0,No,12677499,95.35,95.35,95.35
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Otro elemento de seguridad,comgen_vecinos_medidas_otro,1,Sí,617753,4.65,4.65,99.99
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,Otro elemento de seguridad,comgen_vecinos_medidas_otro,96,Sin dato,806,0.01,0.01,100
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,No tenemos ninguna medida de seguridad,comgen_vecinos_medidas_na,0,No,10028700,75.43,75.43,75.43
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,No tenemos ninguna medida de seguridad,comgen_vecinos_medidas_na,1,Sí,3266553,24.57,24.57,99.99
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,No tenemos ninguna medida de seguridad,comgen_vecinos_medidas_na,96,Sin dato,806,0.01,0.01,100
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,No sabe,comgen_vecinos_medidas_ns,0,No,12923296,97.2,97.2,97.2
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,No sabe,comgen_vecinos_medidas_ns,1,Sí,371956,2.8,2.8,99.99
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,No sabe,comgen_vecinos_medidas_ns,96,Sin dato,806,0.01,0.01,100
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,No responde,comgen_vecinos_medidas_nr,0,No,13282341,99.9,99.9,99.9
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,No responde,comgen_vecinos_medidas_nr,1,Sí,12911,0.1,0.1,99.99
comgen,¿Cuál/es de las siguientes medidas ha adoptado en conjunto a las personas de su barrio / cuadra / block para sentirse más seguros/as,No responde,comgen_vecinos_medidas_nr,96,Sin dato,806,0.01,0.01,100
