etiqueta,variable_antes,variable_despues,valor,n_antes,pct_antes,n_despues,pct_despues
indices_pct,emper_ep_pct,emper_ep_pct,88.8888888888889,NA,NA,513,0.92
indices_pct,emper_ep_pct,emper_ep_pct,9.09090909090909,NA,NA,596,1.07
indices_pct,emper_ep_pct,emper_ep_pct,90,NA,NA,451,0.81
indices_pct,emper_ep_pct,emper_ep_pct,90.9090909090909,NA,NA,458,0.82
indices_pct,emper_ep_pct,emper_ep_pct,NA,NA,NA,171,0.31
indices_pct,emper_barrio_pct,emper_barrio_pct,0,NA,NA,20314,36.41
indices_pct,emper_barrio_pct,emper_barrio_pct,100,NA,NA,11553,20.71
indices_pct,emper_barrio_pct,emper_barrio_pct,50,NA,NA,22914,41.07
indices_pct,emper_barrio_pct,emper_barrio_pct,NA,NA,NA,1015,1.82
indices_pct,emper_casa_pct,emper_casa_pct,0,NA,NA,42215,75.66
indices_pct,emper_casa_pct,emper_casa_pct,100,NA,NA,4919,8.82
indices_pct,emper_casa_pct,emper_casa_pct,50,NA,NA,8556,15.33
indices_pct,emper_casa_pct,emper_casa_pct,NA,NA,NA,106,0.19
indices_pct,comper_pct,comper_pct,0,NA,NA,9724,17.43
indices_pct,comper_pct,comper_pct,10,NA,NA,1087,1.95
indices_pct,comper_pct,comper_pct,100,NA,NA,1155,2.07
indices_pct,comper_pct,comper_pct,11.1111111111111,NA,NA,706,1.27
indices_pct,comper_pct,comper_pct,12.5,NA,NA,478,0.86
indices_pct,comper_pct,comper_pct,14.2857142857143,NA,NA,299,0.54
indices_pct,comper_pct,comper_pct,15.3846153846154,NA,NA,969,1.74
indices_pct,comper_pct,comper_pct,16.6666666666667,NA,NA,1347,2.41
indices_pct,comper_pct,comper_pct,18.1818181818182,NA,NA,1091,1.96
indices_pct,comper_pct,comper_pct,20,NA,NA,987,1.77
indices_pct,comper_pct,comper_pct,22.2222222222222,NA,NA,622,1.11
indices_pct,comper_pct,comper_pct,23.0769230769231,NA,NA,904,1.62
indices_pct,comper_pct,comper_pct,25,NA,NA,1577,2.83
indices_pct,comper_pct,comper_pct,27.2727272727273,NA,NA,1022,1.83
indices_pct,comper_pct,comper_pct,28.5714285714286,NA,NA,208,0.37
indices_pct,comper_pct,comper_pct,30,NA,NA,849,1.52
indices_pct,comper_pct,comper_pct,30.7692307692308,NA,NA,892,1.6
indices_pct,comper_pct,comper_pct,33.3333333333333,NA,NA,1708,3.06
indices_pct,comper_pct,comper_pct,36.3636363636364,NA,NA,947,1.7
indices_pct,comper_pct,comper_pct,37.5,NA,NA,294,0.53
indices_pct,comper_pct,comper_pct,38.4615384615385,NA,NA,908,1.63
indices_pct,comper_pct,comper_pct,40,NA,NA,900,1.61
indices_pct,comper_pct,comper_pct,41.6666666666667,NA,NA,1153,2.07
indices_pct,comper_pct,comper_pct,42.8571428571429,NA,NA,160,0.29
indices_pct,comper_pct,comper_pct,44.4444444444444,NA,NA,459,0.82
indices_pct,comper_pct,comper_pct,45.4545454545455,NA,NA,915,1.64
indices_pct,comper_pct,comper_pct,46.1538461538462,NA,NA,887,1.59
indices_pct,comper_pct,comper_pct,50,NA,NA,2316,4.15
indices_pct,comper_pct,comper_pct,53.8461538461538,NA,NA,910,1.63
indices_pct,comper_pct,comper_pct,54.5454545454545,NA,NA,946,1.7
indices_pct,comper_pct,comper_pct,55.5555555555556,NA,NA,466,0.84
indices_pct,comper_pct,comper_pct,57.1428571428571,NA,NA,143,0.26
indices_pct,comper_pct,comper_pct,58.3333333333333,NA,NA,1143,2.05
indices_pct,comper_pct,comper_pct,60,NA,NA,782,1.4
indices_pct,comper_pct,comper_pct,61.5384615384615,NA,NA,991,1.78
indices_pct,comper_pct,comper_pct,62.5,NA,NA,223,0.4
indices_pct,comper_pct,comper_pct,63.6363636363636,NA,NA,934,1.67
indices_pct,comper_pct,comper_pct,66.6666666666667,NA,NA,1543,2.77
indices_pct,comper_pct,comper_pct,69.2307692307692,NA,NA,867,1.55
indices_pct,comper_pct,comper_pct,7.69230769230769,NA,NA,1035,1.85
indices_pct,comper_pct,comper_pct,70,NA,NA,707,1.27
indices_pct,comper_pct,comper_pct,71.4285714285714,NA,NA,114,0.2
indices_pct,comper_pct,comper_pct,72.7272727272727,NA,NA,774,1.39
indices_pct,comper_pct,comper_pct,75,NA,NA,1105,1.98
indices_pct,comper_pct,comper_pct,76.9230769230769,NA,NA,823,1.48
indices_pct,comper_pct,comper_pct,77.7777777777778,NA,NA,355,0.64
indices_pct,comper_pct,comper_pct,8.33333333333333,NA,NA,1374,2.46
indices_pct,comper_pct,comper_pct,80,NA,NA,594,1.06
indices_pct,comper_pct,comper_pct,81.8181818181818,NA,NA,596,1.07
indices_pct,comper_pct,comper_pct,83.3333333333333,NA,NA,692,1.24
indices_pct,comper_pct,comper_pct,84.6153846153846,NA,NA,704,1.26
indices_pct,comper_pct,comper_pct,85.7142857142857,NA,NA,77,0.14
indices_pct,comper_pct,comper_pct,87.5,NA,NA,125,0.22
indices_pct,comper_pct,comper_pct,88.8888888888889,NA,NA,214,0.38
indices_pct,comper_pct,comper_pct,9.09090909090909,NA,NA,1213,2.17
indices_pct,comper_pct,comper_pct,90,NA,NA,377,0.68
indices_pct,comper_pct,comper_pct,90.9090909090909,NA,NA,375,0.67
indices_pct,comper_pct,comper_pct,91.6666666666667,NA,NA,428,0.77
indices_pct,comper_pct,comper_pct,92.3076923076923,NA,NA,565,1.01
indices_pct,comper_pct,comper_pct,NA,NA,NA,37,0.07
indices_pct,comgen_per_pct,comgen_per_pct,0,NA,NA,6112,10.95
indices_pct,comgen_per_pct,comgen_per_pct,100,NA,NA,8,0.01
indices_pct,comgen_per_pct,comgen_per_pct,11.1111111111111,NA,NA,14930,26.76
indices_pct,comgen_per_pct,comgen_per_pct,22.2222222222222,NA,NA,14867,26.65
indices_pct,comgen_per_pct,comgen_per_pct,33.3333333333333,NA,NA,10106,18.11
indices_pct,comgen_per_pct,comgen_per_pct,44.4444444444444,NA,NA,5531,9.91
indices_pct,comgen_per_pct,comgen_per_pct,55.5555555555556,NA,NA,2608,4.67
indices_pct,comgen_per_pct,comgen_per_pct,66.6666666666667,NA,NA,1090,1.95
indices_pct,comgen_per_pct,comgen_per_pct,77.7777777777778,NA,NA,437,0.78
indices_pct,comgen_per_pct,comgen_per_pct,88.8888888888889,NA,NA,107,0.19
indices_pct,comgen_com_pct,comgen_com_pct,0,NA,NA,19100,34.23
indices_pct,comgen_com_pct,comgen_com_pct,100,NA,NA,11,0.02
indices_pct,comgen_com_pct,comgen_com_pct,12.5,NA,NA,15684,28.11
indices_pct,comgen_com_pct,comgen_com_pct,25,NA,NA,10726,19.22
indices_pct,comgen_com_pct,comgen_com_pct,37.5,NA,NA,5820,10.43
indices_pct,comgen_com_pct,comgen_com_pct,50,NA,NA,2609,4.68
indices_pct,comgen_com_pct,comgen_com_pct,62.5,NA,NA,1309,2.35
indices_pct,comgen_com_pct,comgen_com_pct,75,NA,NA,454,0.81
indices_pct,comgen_com_pct,comgen_com_pct,87.5,NA,NA,83,0.15
perper_delito,perper_delito,perper_delito,1,NA,NA,27092,48.56
perper_delito,perper_delito,perper_delito,2,NA,NA,11460,20.54
perper_delito,perper_delito,perper_delito,3,NA,NA,14705,26.35
perper_delito,perper_delito,perper_delito,4,NA,NA,2389,4.28
perper_delito,perper_delito,perper_delito,5,NA,NA,78,0.14
perper_delito,perper_delito,perper_delito,6,NA,NA,72,0.13
comper_gasto,comper_gasto,comper_gasto,0,NA,NA,29312,52.53
comper_gasto,comper_gasto,comper_gasto,1,NA,NA,25072,44.94
comper_gasto,comper_gasto,comper_gasto,88,NA,NA,1298,2.33
comper_gasto,comper_gasto,comper_gasto,99,NA,NA,113,0.2
comper_gasto,comper_gasto,comper_gasto,NA,NA,NA,1,0
no_respuesta_comgen,comgen_per_pct,comgen_per_pct,0,6112,10.95,6007,10.77
no_respuesta_comgen,comgen_per_pct,comgen_per_pct,100,8,0.01,8,0.01
no_respuesta_comgen,comgen_per_pct,comgen_per_pct,11.1111111111111,14930,26.76,14930,26.76
no_respuesta_comgen,comgen_per_pct,comgen_per_pct,22.2222222222222,14867,26.65,14867,26.65
no_respuesta_comgen,comgen_per_pct,comgen_per_pct,33.3333333333333,10106,18.11,10106,18.11
no_respuesta_comgen,comgen_per_pct,comgen_per_pct,44.4444444444444,5531,9.91,5531,9.91
no_respuesta_comgen,comgen_per_pct,comgen_per_pct,55.5555555555556,2608,4.67,2608,4.67
no_respuesta_comgen,comgen_per_pct,comgen_per_pct,66.6666666666667,1090,1.95,1090,1.95
no_respuesta_comgen,comgen_per_pct,comgen_per_pct,77.7777777777778,437,0.78,437,0.78
no_respuesta_comgen,comgen_per_pct,comgen_per_pct,88.8888888888889,107,0.19,107,0.19
no_respuesta_comgen,comgen_per_pct,comgen_per_pct,NA,NA,NA,105,0.19
no_respuesta_comgen,comgen_com_pct,comgen_com_pct,0,19100,34.23,17256,30.93
no_respuesta_comgen,comgen_com_pct,comgen_com_pct,100,11,0.02,11,0.02
no_respuesta_comgen,comgen_com_pct,comgen_com_pct,12.5,15684,28.11,15684,28.11
no_respuesta_comgen,comgen_com_pct,comgen_com_pct,25,10726,19.22,10726,19.22
no_respuesta_comgen,comgen_com_pct,comgen_com_pct,37.5,5820,10.43,5820,10.43
no_respuesta_comgen,comgen_com_pct,comgen_com_pct,50,2609,4.68,2609,4.68
no_respuesta_comgen,comgen_com_pct,comgen_com_pct,62.5,1309,2.35,1309,2.35
no_respuesta_comgen,comgen_com_pct,comgen_com_pct,75,454,0.81,454,0.81
no_respuesta_comgen,comgen_com_pct,comgen_com_pct,87.5,83,0.15,83,0.15
no_respuesta_comgen,comgen_com_pct,comgen_com_pct,NA,NA,NA,1844,3.3
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,0,12387,22.2,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,10,866,1.55,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,100,3903,7,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,11.1111111111111,968,1.73,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,12.5,1120,2.01,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,14.2857142857143,1135,2.03,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,16.6666666666667,1106,1.98,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,18.1818181818182,545,0.98,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,20,1666,2.99,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,22.2222222222222,872,1.56,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,25,1599,2.87,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,27.2727272727273,545,0.98,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,28.5714285714286,1026,1.84,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,30,761,1.36,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,33.3333333333333,2150,3.85,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,36.3636363636364,608,1.09,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,37.5,912,1.63,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,40,1498,2.68,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,42.8571428571429,943,1.69,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,44.4444444444444,806,1.44,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,45.4545454545455,606,1.09,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,50,3339,5.98,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,54.5454545454545,653,1.17,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,55.5555555555556,797,1.43,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,57.1428571428571,884,1.58,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,60,1370,2.46,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,62.5,824,1.48,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,63.6363636363636,608,1.09,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,66.6666666666667,1822,3.27,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,70,665,1.19,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,71.4285714285714,760,1.36,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,72.7272727272727,569,1.02,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,75,1235,2.21,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,77.7777777777778,604,1.08,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,80,1134,2.03,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,81.8181818181818,479,0.86,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,83.3333333333333,679,1.22,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,85.7142857142857,610,1.09,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,87.5,553,0.99,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,88.8888888888889,513,0.92,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,9.09090909090909,596,1.07,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,90,451,0.81,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,90.9090909090909,458,0.82,NA,NA
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,NA,171,0.31,171,0.31
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,1,NA,NA,18542,33.23
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,2,NA,NA,18542,33.23
categorizado,emper_ep_pct,emper_ep_pct_rec_tercil,3,NA,NA,18541,33.23
categorizado,emper_barrio_pct,emper_barrio_pct_rec_tercil,0,20314,36.41,NA,NA
categorizado,emper_barrio_pct,emper_barrio_pct_rec_tercil,100,11553,20.71,NA,NA
categorizado,emper_barrio_pct,emper_barrio_pct_rec_tercil,50,22914,41.07,NA,NA
categorizado,emper_barrio_pct,emper_barrio_pct_rec_tercil,NA,1015,1.82,1015,1.82
categorizado,emper_barrio_pct,emper_barrio_pct_rec_tercil,1,NA,NA,18261,32.73
categorizado,emper_barrio_pct,emper_barrio_pct_rec_tercil,2,NA,NA,18260,32.73
categorizado,emper_barrio_pct,emper_barrio_pct_rec_tercil,3,NA,NA,18260,32.73
categorizado,emper_casa_pct,emper_casa_pct_rec_tercil,0,42215,75.66,NA,NA
categorizado,emper_casa_pct,emper_casa_pct_rec_tercil,100,4919,8.82,NA,NA
categorizado,emper_casa_pct,emper_casa_pct_rec_tercil,50,8556,15.33,NA,NA
categorizado,emper_casa_pct,emper_casa_pct_rec_tercil,NA,106,0.19,106,0.19
categorizado,emper_casa_pct,emper_casa_pct_rec_tercil,1,NA,NA,18564,33.27
categorizado,emper_casa_pct,emper_casa_pct_rec_tercil,2,NA,NA,18563,33.27
categorizado,emper_casa_pct,emper_casa_pct_rec_tercil,3,NA,NA,18563,33.27
categorizado,comper_pct,comper_pct_rec_tercil,0,9724,17.43,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,10,1087,1.95,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,100,1155,2.07,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,11.1111111111111,706,1.27,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,12.5,478,0.86,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,14.2857142857143,299,0.54,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,15.3846153846154,969,1.74,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,16.6666666666667,1347,2.41,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,18.1818181818182,1091,1.96,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,20,987,1.77,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,22.2222222222222,622,1.11,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,23.0769230769231,904,1.62,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,25,1577,2.83,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,27.2727272727273,1022,1.83,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,28.5714285714286,208,0.37,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,30,849,1.52,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,30.7692307692308,892,1.6,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,33.3333333333333,1708,3.06,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,36.3636363636364,947,1.7,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,37.5,294,0.53,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,38.4615384615385,908,1.63,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,40,900,1.61,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,41.6666666666667,1153,2.07,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,42.8571428571429,160,0.29,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,44.4444444444444,459,0.82,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,45.4545454545455,915,1.64,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,46.1538461538462,887,1.59,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,50,2316,4.15,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,53.8461538461538,910,1.63,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,54.5454545454545,946,1.7,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,55.5555555555556,466,0.84,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,57.1428571428571,143,0.26,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,58.3333333333333,1143,2.05,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,60,782,1.4,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,61.5384615384615,991,1.78,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,62.5,223,0.4,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,63.6363636363636,934,1.67,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,66.6666666666667,1543,2.77,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,69.2307692307692,867,1.55,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,7.69230769230769,1035,1.85,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,70,707,1.27,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,71.4285714285714,114,0.2,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,72.7272727272727,774,1.39,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,75,1105,1.98,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,76.9230769230769,823,1.48,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,77.7777777777778,355,0.64,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,8.33333333333333,1374,2.46,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,80,594,1.06,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,81.8181818181818,596,1.07,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,83.3333333333333,692,1.24,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,84.6153846153846,704,1.26,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,85.7142857142857,77,0.14,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,87.5,125,0.22,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,88.8888888888889,214,0.38,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,9.09090909090909,1213,2.17,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,90,377,0.68,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,90.9090909090909,375,0.67,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,91.6666666666667,428,0.77,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,92.3076923076923,565,1.01,NA,NA
categorizado,comper_pct,comper_pct_rec_tercil,NA,37,0.07,37,0.07
categorizado,comper_pct,comper_pct_rec_tercil,1,NA,NA,18587,33.31
categorizado,comper_pct,comper_pct_rec_tercil,2,NA,NA,18586,33.31
categorizado,comper_pct,comper_pct_rec_tercil,3,NA,NA,18586,33.31
categorizado,comgen_per_pct,comgen_per_pct_rec_tercil,0,6007,10.77,NA,NA
categorizado,comgen_per_pct,comgen_per_pct_rec_tercil,100,8,0.01,NA,NA
categorizado,comgen_per_pct,comgen_per_pct_rec_tercil,11.1111111111111,14930,26.76,NA,NA
categorizado,comgen_per_pct,comgen_per_pct_rec_tercil,22.2222222222222,14867,26.65,NA,NA
categorizado,comgen_per_pct,comgen_per_pct_rec_tercil,33.3333333333333,10106,18.11,NA,NA
categorizado,comgen_per_pct,comgen_per_pct_rec_tercil,44.4444444444444,5531,9.91,NA,NA
categorizado,comgen_per_pct,comgen_per_pct_rec_tercil,55.5555555555556,2608,4.67,NA,NA
categorizado,comgen_per_pct,comgen_per_pct_rec_tercil,66.6666666666667,1090,1.95,NA,NA
categorizado,comgen_per_pct,comgen_per_pct_rec_tercil,77.7777777777778,437,0.78,NA,NA
categorizado,comgen_per_pct,comgen_per_pct_rec_tercil,88.8888888888889,107,0.19,NA,NA
categorizado,comgen_per_pct,comgen_per_pct_rec_tercil,NA,105,0.19,105,0.19
categorizado,comgen_per_pct,comgen_per_pct_rec_tercil,1,NA,NA,18564,33.27
categorizado,comgen_per_pct,comgen_per_pct_rec_tercil,2,NA,NA,18564,33.27
categorizado,comgen_per_pct,comgen_per_pct_rec_tercil,3,NA,NA,18563,33.27
categorizado,comgen_com_pct,comgen_com_pct_rec_tercil,0,17256,30.93,NA,NA
categorizado,comgen_com_pct,comgen_com_pct_rec_tercil,100,11,0.02,NA,NA
categorizado,comgen_com_pct,comgen_com_pct_rec_tercil,12.5,15684,28.11,NA,NA
categorizado,comgen_com_pct,comgen_com_pct_rec_tercil,25,10726,19.22,NA,NA
categorizado,comgen_com_pct,comgen_com_pct_rec_tercil,37.5,5820,10.43,NA,NA
categorizado,comgen_com_pct,comgen_com_pct_rec_tercil,50,2609,4.68,NA,NA
categorizado,comgen_com_pct,comgen_com_pct_rec_tercil,62.5,1309,2.35,NA,NA
categorizado,comgen_com_pct,comgen_com_pct_rec_tercil,75,454,0.81,NA,NA
categorizado,comgen_com_pct,comgen_com_pct_rec_tercil,87.5,83,0.15,NA,NA
categorizado,comgen_com_pct,comgen_com_pct_rec_tercil,NA,1844,3.3,1844,3.3
categorizado,comgen_com_pct,comgen_com_pct_rec_tercil,1,NA,NA,17984,32.23
categorizado,comgen_com_pct,comgen_com_pct_rec_tercil,2,NA,NA,17984,32.23
categorizado,comgen_com_pct,comgen_com_pct_rec_tercil,3,NA,NA,17984,32.23
codigos_recuperados,emper_ep_pct_rec_tercil,emper_ep_pct_rec_tercil,1,18542,33.23,18540,33.23
codigos_recuperados,emper_ep_pct_rec_tercil,emper_ep_pct_rec_tercil,2,18542,33.23,18542,33.23
codigos_recuperados,emper_ep_pct_rec_tercil,emper_ep_pct_rec_tercil,3,18541,33.23,18541,33.23
codigos_recuperados,emper_ep_pct_rec_tercil,emper_ep_pct_rec_tercil,NA,171,0.31,NA,NA
codigos_recuperados,emper_ep_pct_rec_tercil,emper_ep_pct_rec_tercil,85,NA,NA,171,0.31
codigos_recuperados,emper_ep_pct_rec_tercil,emper_ep_pct_rec_tercil,99,NA,NA,2,0
codigos_recuperados,emper_barrio_pct_rec_tercil,emper_barrio_pct_rec_tercil,1,18261,32.73,18248,32.7
codigos_recuperados,emper_barrio_pct_rec_tercil,emper_barrio_pct_rec_tercil,2,18260,32.73,18256,32.72
codigos_recuperados,emper_barrio_pct_rec_tercil,emper_barrio_pct_rec_tercil,3,18260,32.73,18260,32.73
codigos_recuperados,emper_barrio_pct_rec_tercil,emper_barrio_pct_rec_tercil,NA,1015,1.82,NA,NA
codigos_recuperados,emper_barrio_pct_rec_tercil,emper_barrio_pct_rec_tercil,85,NA,NA,1015,1.82
codigos_recuperados,emper_barrio_pct_rec_tercil,emper_barrio_pct_rec_tercil,88,NA,NA,14,0.03
codigos_recuperados,emper_barrio_pct_rec_tercil,emper_barrio_pct_rec_tercil,99,NA,NA,3,0.01
codigos_recuperados,emper_casa_pct_rec_tercil,emper_casa_pct_rec_tercil,1,18564,33.27,18561,33.27
codigos_recuperados,emper_casa_pct_rec_tercil,emper_casa_pct_rec_tercil,2,18563,33.27,18561,33.27
codigos_recuperados,emper_casa_pct_rec_tercil,emper_casa_pct_rec_tercil,3,18563,33.27,18562,33.27
codigos_recuperados,emper_casa_pct_rec_tercil,emper_casa_pct_rec_tercil,NA,106,0.19,NA,NA
codigos_recuperados,emper_casa_pct_rec_tercil,emper_casa_pct_rec_tercil,85,NA,NA,106,0.19
codigos_recuperados,emper_casa_pct_rec_tercil,emper_casa_pct_rec_tercil,88,NA,NA,4,0.01
codigos_recuperados,emper_casa_pct_rec_tercil,emper_casa_pct_rec_tercil,99,NA,NA,2,0
codigos_recuperados,comper_pct_rec_tercil,comper_pct_rec_tercil,1,18587,33.31,18585,33.31
codigos_recuperados,comper_pct_rec_tercil,comper_pct_rec_tercil,2,18586,33.31,18586,33.31
codigos_recuperados,comper_pct_rec_tercil,comper_pct_rec_tercil,3,18586,33.31,18586,33.31
codigos_recuperados,comper_pct_rec_tercil,comper_pct_rec_tercil,NA,37,0.07,NA,NA
codigos_recuperados,comper_pct_rec_tercil,comper_pct_rec_tercil,85,NA,NA,37,0.07
codigos_recuperados,comper_pct_rec_tercil,comper_pct_rec_tercil,99,NA,NA,2,0
codigos_recuperados,comgen_per_pct_rec_tercil,comgen_per_pct_rec_tercil,1,18564,33.27,18564,33.27
codigos_recuperados,comgen_per_pct_rec_tercil,comgen_per_pct_rec_tercil,2,18564,33.27,18564,33.27
codigos_recuperados,comgen_per_pct_rec_tercil,comgen_per_pct_rec_tercil,3,18563,33.27,18563,33.27
codigos_recuperados,comgen_per_pct_rec_tercil,comgen_per_pct_rec_tercil,NA,105,0.19,NA,NA
codigos_recuperados,comgen_per_pct_rec_tercil,comgen_per_pct_rec_tercil,88,NA,NA,36,0.06
codigos_recuperados,comgen_per_pct_rec_tercil,comgen_per_pct_rec_tercil,99,NA,NA,69,0.12
codigos_recuperados,comgen_com_pct_rec_tercil,comgen_com_pct_rec_tercil,1,17984,32.23,17984,32.23
codigos_recuperados,comgen_com_pct_rec_tercil,comgen_com_pct_rec_tercil,2,17984,32.23,17984,32.23
codigos_recuperados,comgen_com_pct_rec_tercil,comgen_com_pct_rec_tercil,3,17984,32.23,17984,32.23
codigos_recuperados,comgen_com_pct_rec_tercil,comgen_com_pct_rec_tercil,NA,1844,3.3,NA,NA
codigos_recuperados,comgen_com_pct_rec_tercil,comgen_com_pct_rec_tercil,88,NA,NA,1793,3.21
codigos_recuperados,comgen_com_pct_rec_tercil,comgen_com_pct_rec_tercil,99,NA,NA,51,0.09
